Entry	Sam_16S_01	Sam_16S_02	Sam_16S_03	Sam_16S_04	Sam_16S_05	Sam_16S_06	Sam_16S_07	Sam_16S_08	Sam_16S_09	Sam_16S_10	Sam_16S_11	Sam_16S_12	Sam_16S_13	Sam_16S_14	Sam_16S_15	Sam_16S_16	Sam_16S_17	Sam_16S_18	Sam_16S_19	Sam_16S_20	Sam_16S_21	Sam_16S_22	Sam_16S_23	Sam_16S_24	Sam_16S_25	Sam_16S_26
OTU515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
OTU516	4	6	0	0	8	29	0	0	0	0	0	0	0	0	0	0	3	1	0	0	7	15	0	0	0	0
OTU517	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU518	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU519	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU52	0	597	0	94	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	72	73	0	0	0	0	0
OTU520	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU521	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU522	0	10	0	3	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0
OTU523	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU524	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU525	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU526	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0
OTU527	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU528	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0
OTU529	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU53	0	353	0	9	148	16	0	0	0	0	0	0	0	0	0	0	0	0	0	5	229	3	3	0	0	0
OTU530	0	2	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	2	0	0	0	0
OTU531	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU532	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU533	0	4	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU534	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU535	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	17	0	0	0	0	0
OTU536	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU537	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU538	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU539	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU54	0	0	0	0	0	0	0	0	0	0	275	2	0	0	0	0	0	0	0	0	0	0	0	383	1	0
OTU540	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU541	0	0	0	8	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	19	0	0	0	0
OTU542	1	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU543	1	0	1	0	0	9	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0
OTU544	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU545	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU546	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU547	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU548	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU549	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU55	0	427	0	17	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	20	1	0	0	0	0
OTU550	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
OTU551	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU552	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU553	6	1	0	27	4	4	1	0	251	0	0	0	0	0	241	0	0	0	2	74	4	12	11	0	0	0
OTU554	1	0	0	3	0	0	0	0	77	0	0	0	0	0	6	0	0	1	0	2	0	0	3	0	0	0
OTU555	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU557	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0
OTU558	0	13	0	0	60	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
OTU559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU56	1	713	0	203	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	114	29	0	0	0	0	0
OTU560	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0
OTU561	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0
OTU562	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
OTU563	1	1	0	0	10	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	24	3	3	0	0	0
OTU564	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0
OTU565	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0
OTU566	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0
OTU567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU568	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU569	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0
OTU57	27	23	7	91	97	106	89	0	2	0	0	2	5	0	0	0	13	2	4	63	145	63	376	18	8	10
OTU570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
OTU572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU573	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0
OTU574	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU576	18	192	124	271	0	3	355	0	12	0	0	0	0	1	8	0	13	0	93	262	15	3	1011	52	2	0
OTU577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU579	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0
OTU58	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
OTU581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
OTU582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
OTU583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3
OTU586	6	2	1	0	8	1	5	0	0	0	0	0	0	0	0	0	1	2	0	1	3	1	6	0	0	0
OTU587	4	5	0	0	35	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	52	0	0	3	0	0
OTU588	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU589	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU59	0	112	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	191	3	0	0	0	0
OTU590	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU591	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU592	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU593	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU594	0	50	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU595	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	2	0	0	0	0
OTU596	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU597	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU598	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU599	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
OTU6	515	261	13283	1491	1013	15220	9583	115	9461	1	297	32494	33725	0	6794	1	19	3579	15316	991	852	22545	11907	3771	31079	31377
OTU60	0	7	3	138	9	213	1	0	0	0	0	0	3	0	0	0	0	0	1	77	8	119	0	0	1	0
OTU600	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU601	0	260	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU602	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU603	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU604	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU605	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU606	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU607	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU608	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU609	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU61	0	21	0	4	4	1	95	0	0	0	0	0	0	0	0	0	0	1	1	0	7	2	387	0	0	0
OTU610	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU611	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU612	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU613	95	308	2	1	28	10	1241	0	1	0	14	107	0	0	1	0	33	803	2	2	61	2	6000	0	236	0
OTU614	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU615	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU616	0	12	0	29	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	8	0	0
OTU617	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU618	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU619	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU62	0	1	833	2	0	0	465	5	0	0	2	0	0	0	0	0	0	0	416	0	0	2	44	245	0	0
OTU620	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU621	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU622	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU623	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0
OTU624	6	5	0	161	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	91	12	3	0	0	0	0
OTU625	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU626	2	1	0	109	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	2	0	0	0	0
OTU627	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
OTU628	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
OTU629	1	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0
OTU63	16	27	0	2	70	9	18	0	0	0	5	0	0	0	0	0	4	2	1	0	226	4	34	0	0	0
OTU630	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
OTU631	0	1	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	5	1	0	0	0	0
OTU632	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
OTU633	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU634	0	0	0	10	3	2	1	0	0	0	0	1	0	0	0	0	0	1	1	12	9	7	11	0	0	0
OTU635	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU636	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0
OTU637	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU638	2	0	0	0	5	5	1	0	0	0	0	0	0	0	1	0	1	0	0	0	11	4	0	0	0	0
OTU639	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
OTU64	6	266	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	1	7	0	0	0	1	0
OTU640	1	0	0	0	10	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	7	6	0	0	0
OTU641	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU642	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU643	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU644	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU645	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU646	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU647	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0
OTU648	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU649	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	11	0	0	1
OTU65	1	61	0	546	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	440	436	6	0	0	0	0
OTU650	2	10	0	5	2	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0
OTU651	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU652	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU653	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU654	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU655	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU656	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU657	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU658	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU659	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU66	0	25	0	15	161	8	0	0	0	0	0	0	0	0	0	0	0	0	0	6	333	1	0	0	0	0
OTU660	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU661	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU662	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU663	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU664	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU665	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU666	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU667	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
OTU668	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU669	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU67	0	14	0	7	20	8	0	0	0	0	0	0	0	0	0	0	0	1	0	9	281	7	0	0	0	0
OTU670	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU671	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU672	1	10	0	0	2	0	4	0	0	0	4	21	0	3	0	0	45	15	0	0	3	0	4	12	44	0
OTU673	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU675	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
OTU676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
OTU677	0	1	40	58	0	0	15	0	0	48	0	0	0	0	0	26	0	0	25	19	1	0	5	0	0	0
OTU678	1	0	4	7	8	13	4	0	0	0	0	0	0	0	0	0	0	0	4	15	28	3	10	0	0	0
OTU679	0	11	0	34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1	0	0	0	0	0
OTU68	0	7	0	1	32	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0
OTU680	0	31	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
OTU681	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0
OTU682	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	1	0	0	0	0
OTU683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU684	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0
OTU685	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0
OTU686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU687	0	0	1	61	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	112	4	0	3	0	0	0
OTU688	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0
OTU689	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0
OTU69	2685	2486	48	573	224	0	155	185	3706	0	559	6016	0	852	130	0	499	13264	43	328	483	0	871	119	1568	3
OTU690	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	96	1	1	0	0	0
OTU691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU695	2	2	0	0	24	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0
OTU696	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
OTU697	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	21	1	0	0	0	0
OTU698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU7	1501	487	12	0	6	0	12	0	0	0	52270	67	0	10	0	0	30138	205	8	0	1	0	0	59600	66	0
OTU70	0	0	0	1	0	254	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	194	11	0	0	0
OTU700	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU701	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU702	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
OTU703	0	0	0	9	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	46	0	0	0	0
OTU704	0	0	0	0	0	74	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	44	0	0	0	0
OTU705	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
OTU706	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
OTU707	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0
OTU708	0	0	96	2	1	228	2	0	8	0	0	0	1	0	11	0	0	0	158	2	0	490	0	1	0	0
OTU709	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	72	0	0	0
OTU71	166	84	0	0	137	0	0	0	0	0	0	6	0	0	0	0	2	3	0	0	143	0	0	0	12	0
OTU710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU712	0	0	0	2	0	0	2	0	58	0	0	0	0	0	44	0	0	0	0	1	0	0	45	0	0	0
OTU713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
OTU717	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0
OTU718	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU72	72	10	2	1	85	335	10	0	0	44	17	0	0	4	0	32	4	0	0	0	199	152	63	0	1	0
OTU720	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0
OTU722	59	14	3	26	10	3	92	0	4	3	0	0	0	0	6	0	6	1	4	31	22	4	1080	6	0	0
OTU723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
OTU725	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU727	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU73	2	0	0	236	0	0	0	1	0	0	0	19	0	0	0	0	0	0	0	73	1	0	0	0	15	0
OTU730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
