Entry	Sam_16S_01	Sam_16S_02	Sam_16S_03	Sam_16S_04	Sam_16S_05	Sam_16S_06	Sam_16S_07	Sam_16S_08	Sam_16S_09	Sam_16S_10	Sam_16S_11	Sam_16S_12	Sam_16S_13	Sam_16S_14	Sam_16S_15	Sam_16S_16	Sam_16S_17	Sam_16S_18	Sam_16S_19	Sam_16S_20	Sam_16S_21	Sam_16S_22	Sam_16S_23	Sam_16S_24	Sam_16S_25	Sam_16S_26
OTU3	27158	16217	2	955	28632	0	218	16144	2903	0	34704	18590	11	13080	1544	0	36117	22188	1	502	42747	0	1407	36256	30779	30
OTU30	15	28	9	1085	31	80	27	5	5	0	1	0	34	0	1	0	2	1	2	945	45	90	82	0	4	120
OTU300	3	0	1	0	0	3	34	0	0	54	0	0	0	0	0	36	4	1	0	0	0	2	133	2	0	0
OTU301	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
OTU302	0	4	0	44	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0	0	0	0	0
OTU303	0	0	0	0	5	8	5	0	0	0	4	0	0	0	0	0	1	0	0	0	16	2	8	3	0	0
OTU304	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
OTU305	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	0	0	0
OTU306	27	26	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU307	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU308	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
OTU309	1	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	11	0	0	0
OTU31	0	0	0	0	0	1284	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	619	16	0	0	0
OTU310	0	1	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0
OTU311	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
OTU312	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
OTU313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
OTU314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
OTU315	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
OTU316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
OTU317	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU318	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU319	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
OTU32	13	41	0	61	353	74	20	0	0	0	11	0	1	0	0	0	0	8	0	57	867	35	36	0	0	3
OTU320	0	0	0	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
OTU321	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
OTU322	0	3	0	60	0	2022	4	0	0	0	4	0	7	0	0	0	0	0	0	9	0	1310	0	0	0	1
OTU323	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0
OTU324	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
OTU325	0	0	0	2	0	1	2	0	0	0	0	1	0	8	0	0	0	0	0	5	0	0	0	4	0	0
OTU326	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU327	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
OTU328	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
OTU329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
OTU33	0	1	0	3	0	526	40	0	0	0	0	0	0	0	0	0	0	0	0	2	1	635	85	0	0	0
OTU330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	11	0	0	0
OTU331	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
OTU332	0	1	0	0	0	0	1	0	0	1	0	2	0	3	0	0	0	0	0	0	3	0	14	8	0	0
OTU333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
OTU334	10	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU335	113	13	5	10	14	136	5	0	5	1981	0	0	1	0	0	1240	3	1	2	2	41	71	21	0	3	4
OTU336	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	1	0
OTU337	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU338	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU339	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU34	4	28	0	16	122	36	11	0	0	0	0	0	0	0	0	0	1	3	0	16	703	28	3	0	0	0
OTU340	0	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU341	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
OTU342	0	0	2	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	0
OTU343	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
OTU344	0	0	0	3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0
OTU345	0	14	0	8	6	37	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	16	0	0	0	0
OTU346	0	1	1	1	8	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	10	1	0	0	0	0
OTU347	4	4	0	1	29	4	2	0	0	0	1	0	0	0	0	0	0	1	0	3	55	5	2	0	0	0
OTU348	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	0
OTU349	0	0	0	0	1	3	4	0	0	0	5	0	1	0	0	0	0	1	0	0	6	1	1	0	0	0
OTU35	2	199	1	201	4	38	137	0	1	0	0	0	0	0	2	0	0	3	4	134	298	9	627	12	0	0
OTU350	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0
OTU351	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
OTU352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
OTU353	1	0	0	0	6	5	3	0	0	0	3	0	0	0	0	0	0	0	0	0	9	2	19	0	0	0
OTU354	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0
OTU355	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
OTU356	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	2	0
OTU357	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
OTU358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
OTU359	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
OTU36	687	649	269	1223	343	515	546	6	27853	15583	8	3	2	15	22223	14683	110	1	208	1376	1825	283	733	201	3	4
OTU360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
OTU361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
OTU362	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0
OTU363	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
OTU364	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
OTU365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
OTU366	8050	7	0	0	25	0	2	0	0	0	4	103	0	4	0	0	19	965	0	1	15	0	22	0	184	0
OTU367	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU368	0	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU369	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU37	2	15	0	1005	10	28	1	3	0	0	0	0	0	0	0	0	0	0	0	1621	1	30	1	0	0	0
OTU370	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU371	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
OTU372	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU373	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU374	0	4	1	1	25	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	60	3	0	0	0	0
OTU375	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU376	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0
OTU377	0	8	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0
OTU378	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU379	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
OTU38	1	1	3	870	12	1	2	0	7	0	0	0	1	0	6	0	0	0	4	596	5	2	0	12	0	0
OTU380	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU381	55	0	0	0	20	1	84	0	0	0	4	0	1	0	0	0	9	3	0	0	76	0	286	11	1	0
OTU382	0	0	0	0	0	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
OTU383	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	6
OTU384	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6
OTU385	3	0	0	0	5	0	3	0	239	0	0	1	0	0	309	0	1	0	0	1	14	0	22	0	1	0
OTU386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU387	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
OTU388	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
OTU389	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0
OTU39	0	533	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	151	0	0	0	0	0
OTU390	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
OTU391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
OTU392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0
OTU393	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
OTU394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU395	1	0	1	1	0	5	3	0	3	0	0	0	0	0	3	0	0	0	0	1	16	2	30	0	0	0
OTU396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
OTU399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	0
OTU4	136	270	181	9434	592	301	1475	0	1061	64107	7	142	33958	0	894	74098	68	5	144	7207	1443	247	4444	6	254	51707
OTU40	1	11	3	793	4	85	12	0	0	0	0	0	3	0	0	0	0	0	2	259	4	41	32	6	0	0
OTU400	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
OTU401	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU402	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0
OTU403	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU404	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU405	0	7	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0
OTU406	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU407	1	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
OTU408	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
OTU409	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU41	2	19	0	0	555	0	1	0	0	4	0	0	1	0	0	5	1	0	0	2	94	0	0	0	0	0
OTU410	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU411	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0
OTU412	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU413	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU414	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
OTU415	0	1	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU416	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU417	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU418	0	0	1	0	2	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0
OTU419	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU42	16	6	7	55	20	244	42	0	1	0	1	0	0	0	2	0	1	2	18	62	541	185	135	30	0	0
OTU420	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
OTU421	2	0	0	4	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	0	0
OTU422	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU423	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU424	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU425	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU426	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	9
OTU427	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU428	8	342	0	7	56	21	0	0	0	0	2	0	0	0	0	0	0	3	0	3	154	9	8	0	0	0
OTU429	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU43	1	16	43	17	224	26	28	0	0	0	0	0	0	0	0	0	0	0	13	7	314	23	15	0	0	0
OTU430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
OTU431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
OTU432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
OTU433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
OTU434	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	0	0	0
OTU435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
OTU436	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0
OTU437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU438	0	11	0	0	5	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	4	2	0	0	0
OTU439	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
OTU44	63	44	6	2548	58	46	15	0	8	813	9	0	0	0	6	1323	17	0	10	2355	114	23	32	3	0	0
OTU440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
OTU441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
OTU442	0	8	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0
OTU443	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
OTU444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU446	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0
OTU447	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
OTU448	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
OTU449	459	600	0	6	0	0	0	0	0	0	1	0	0	1	0	0	619	33	0	3	0	0	0	60	1	0
OTU45	5	2	1	0	76	1	24	0	448	1	3	0	0	0	231	0	10	3	1	0	60	0	104	0	1	0
OTU450	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU451	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU452	3202	315	20	51	2535	145	83	0	30	115	25	6	0	0	26	97	217	45	10	53	6664	44	376	43	37	2
OTU453	0	28	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0
OTU454	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU455	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU456	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
OTU457	0	0	4	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5	0	0	0
OTU458	3	1	0	260	5	75	7	2	0	0	0	0	0	0	0	0	0	2	0	401	0	41	9	0	1	1
OTU459	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0
OTU46	8	109	0	67	5	0	73	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	650	0	0	0
OTU460	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0
OTU461	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0
OTU462	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	0	0	0	0
OTU463	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0
OTU464	0	0	0	10	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU465	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU466	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU467	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU468	3	1	4	53	13	66	27	0	0	0	0	0	0	0	0	0	0	1	1	20	106	70	43	10	0	0
OTU469	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1
OTU47	4	0	0	0	0	102	2	0	1259	0	0	0	10	0	1061	0	0	0	1	0	7	90	0	0	0	7
OTU470	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU471	0	22	0	7	3	20	0	0	0	0	1	0	0	0	0	0	1	0	0	2	14	8	0	0	0	0
OTU472	3	4	0	4	16	2	1	0	0	0	0	0	0	0	0	0	1	0	0	3	26	2	7	0	0	0
OTU473	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0
OTU474	0	11	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	57	0	0	0	0	0
OTU475	0	0	0	3	31	40	0	0	0	0	0	0	0	0	0	0	0	0	0	2	45	22	0	0	0	0
OTU476	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU477	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU478	2	0	1	0	0	5	1	0	0	1	2	0	0	0	0	0	0	0	0	0	5	1	3	1	0	0
OTU479	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU48	0	68	0	0	367	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522	2	0	0	0	0
OTU480	0	3	5	0	0	0	6	0	0	0	0	0	0	0	0	0	1	12	1	0	0	0	0	0	0	0
OTU481	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
OTU482	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU483	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	52	0	0	0
OTU484	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU485	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU486	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2
OTU487	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU488	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU489	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0
OTU49	0	0	1	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	0	0	1
OTU490	4	8	0	0	0	0	3	3	3	0	0	189	1	25	2	0	78	5	0	0	0	0	5	0	267	2
OTU491	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU492	0	10	0	0	0	0	11	7	0	0	0	40	0	31	0	0	353	7	0	0	1	0	93	0	136	1
OTU493	57	4	0	0	67	0	0	1	0	0	2	37	0	20	0	0	36	1254	0	2	68	0	0	0	104	0
OTU494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0
OTU495	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0
OTU496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
OTU498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
OTU499	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	3	0	0	0
OTU5	11702	40961	65	22	22205	0	125	8638	677	0	10066	19361	3	10521	198	0	9912	3428	77	12	27375	0	334	10434	20477	6
OTU50	0	310	0	149	39	20	0	0	0	0	0	0	0	0	0	0	0	0	0	77	54	7	0	0	0	0
OTU500	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0
OTU501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
OTU502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0
OTU503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
OTU504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
OTU505	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0
OTU506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
OTU508	0	0	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	53	0	0	0
OTU509	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
OTU51	0	1	0	547	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	867	11	0	3	0	0	0
OTU510	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0
OTU511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
OTU512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
OTU513	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
OTU514	0	3	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	16	0	0	1
